#NSGA2
popsize 50
maxGen 500
numVar 30
numObj 2
numCons 0
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 500
currentGen	1
evaluateCount	50
totalTime	0.132677
firstFrontCount	8
frontCount	9
avgEvalTime	7.22396e-05
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Var14	Var15	Var16	Var17	Var18	Var19	Var20	Var21	Var22	Var23	Var24	Var25	Var26	Var27	Var28	Var29	Var30	Obj1	Obj2	
0.3052	0.539863	0.0738529	0.91301	0.022757	0.689441	0.784444	0.26041	0.68307	0.588688	0.943131	0.0213864	0.796564	0.567343	0.661623	0.769246	0.785197	0.774068	0.0883169	0.165959	0.338651	0.568439	0.165371	0.680525	0.348768	0.96069	0.900145	0.281558	0.343005	0.786109	0.3052	4.47913	
0.994556	0.986191	0.664343	0.217475	0.836826	0.719949	0.838891	0.575087	0.766893	0.0260161	0.938784	0.356858	0.411228	0.822042	0.908625	0.93526	0.523037	0.229495	0.0436547	0.473091	0.0422163	0.166749	0.295363	0.476572	0.455245	0.11846	0.238287	0.932128	0.35692	0.495434	0.994556	3.2471	
0.183785	0.984656	0.950658	0.583357	0.304471	0.0357515	0.848613	0.444354	0.167306	0.233001	0.270721	0.92115	0.775383	0.316372	0.72933	0.0648713	0.131024	0.934788	0.611093	0.884067	0.856075	0.683302	0.407775	0.246365	0.988324	0.0228814	0.0274323	0.612256	0.945742	0.870445	0.183785	4.87642	
0.125266	0.824296	0.645621	0.0504279	0.556762	0.985976	0.439384	0.678688	0.164491	0.534502	0.0585702	0.413143	0.620592	0.119204	0.574173	0.909763	0.767827	0.116454	0.923212	0.629279	0.899811	0.369717	0.904769	0.469453	0.148317	0.0207283	0.405013	0.0186981	0.366846	0.218974	0.125266	4.47922	
0.997542	0.440709	0.516911	0.978073	0.534806	0.534378	0.749017	0.286802	0.578285	0.433908	0.646123	0.319448	0.202762	0.814496	0.0396814	0.849569	0.87973	0.641622	0.975067	0.158033	0.975939	0.194397	0.502706	0.935354	0.685842	0.209948	0.97235	0.995817	0.0349258	0.464189	0.997542	3.66234	
0.797313	0.322822	0.00294223	0.564962	0.129262	0.614853	0.100548	0.742305	0.180359	0.0311501	0.66137	0.619673	0.62612	0.176537	0.424147	0.172551	0.84055	0.109422	0.642818	0.79973	0.942511	0.0453227	0.508773	0.896177	0.273639	0.927321	0.647464	0.607089	0.572805	0.293787	0.797313	3.14977	
0.903164	0.0729393	0.173552	0.03099	0.844914	0.687534	0.93485	0.353099	0.0429228	0.366356	0.275799	0.748213	0.454704	0.937733	0.739131	0.755913	0.362059	0.0893758	0.240333	0.490241	0.0512354	0.728346	0.111481	0.727085	0.717874	0.112626	0.945529	0.82635	0.512315	0.779571	0.903164	3.17562	
0.300982	0.132108	0.668948	0.600115	0.0113078	0.481984	0.16317	0.950643	0.5067	0.496603	0.875836	0.360386	0.509033	0.933953	0.13446	0.186471	0.789224	0.387999	0.307392	0.473835	0.9752	0.330649	0.31191	0.905842	0.237693	0.61338	0.959556	0.00356398	0.338252	0.534494	0.300982	4.12593	
0.972495	0.677412	0.108589	0.93571	0.174462	0.577526	0.709178	0.259691	0.709045	0.471306	0.482826	0.646218	0.731313	0.271957	0.433073	0.513296	0.781518	0.0240919	0.80091	0.0447349	0.219835	0.515013	0.552679	0.98413	0.591648	0.615207	0.551685	0.595184	0.671417	0.210727	0.972495	3.27572	
0.458916	0.474395	0.317319	0.893882	0.184447	0.418327	0.99805	0.476071	0.116019	0.296867	0.0653973	0.678152	0.704032	0.29031	0.854762	0.602888	0.343038	0.978294	0.701189	0.206411	0.912838	0.125737	0.156484	0.12308	0.133712	0.805523	0.057818	0.813329	0.194909	0.0225942	0.458916	3.50022	
0.191428	0.283969	0.270698	0.922556	0.579674	0.0763856	0.418562	0.565102	0.116157	0.62018	0.753094	0.113663	0.421158	0.801405	0.748406	0.000644415	0.13592	0.740222	0.720215	0.0681349	0.0560979	0.462303	0.632465	0.808513	0.0790403	0.804474	0.22163	0.0307961	0.498931	0.81667	0.191428	3.98756	
0.958908	0.391279	0.0464039	0.145438	0.592458	0.626926	0.139086	0.351226	0.203933	0.293034	0.817027	0.577041	0.288168	0.303969	0.181895	0.641846	0.332605	0.407965	0.760271	0.0374799	0.899364	0.244359	0.676877	0.134995	0.737869	0.436621	0.17811	0.827034	0.938908	0.98777	0.958908	2.88586	
0.677245	0.251444	0.214913	0.38877	0.985479	0.509168	0.481174	0.751653	0.10061	0.939286	0.864922	0.189023	0.67422	0.110538	0.26237	0.288234	0.345969	0.656629	0.931631	0.0320151	0.17325	0.207416	0.851809	0.994751	0.452981	0.850751	0.597045	0.358075	0.972284	0.356593	0.677245	3.64506	
0.809136	0.145593	0.103189	0.0477403	0.985884	0.902108	0.708845	0.671508	0.897758	0.335683	0.41794	0.00602944	0.0430647	0.268525	0.0421692	0.808652	0.581631	0.779447	0.933678	0.130516	0.549439	0.124987	0.646232	0.667404	0.160766	0.951605	0.329184	0.982629	0.927861	0.180869	0.809136	3.34806	
0.0593548	0.0962631	0.453811	0.62648	0.564289	0.706649	0.870781	0.263403	0.418405	0.0307207	0.950303	0.603387	0.0962909	0.939613	0.759693	0.991686	0.654737	0.699711	0.468969	0.0119438	0.0270052	0.395605	0.645491	0.276028	0.800795	0.28579	0.845134	0.138284	0.954799	0.0352191	0.0593548	4.96139	
0.409947	0.859071	0.165925	0.909332	0.0508383	0.378533	0.288818	0.68767	0.150599	0.488447	0.870257	0.67995	0.445966	0.406258	0.818977	0.164432	0.827512	0.766424	0.758759	0.179621	0.46502	0.246682	0.540611	0.491905	0.276184	0.121884	0.21267	0.556268	0.568726	0.624972	0.409947	3.86521	
0.565142	0.159314	0.817784	0.771973	0.42492	0.487393	0.7371	0.0931104	0.848655	0.110384	0.133445	0.762602	0.888127	0.124995	0.200467	0.902472	0.866775	0.841387	0.385391	0.266448	0.620534	0.649421	0.711158	0.176892	0.783668	0.766582	0.471985	0.761575	0.301747	0.256354	0.565142	3.95182	
0.594252	0.166183	0.64565	0.898585	0.951274	0.43206	0.0765848	0.594242	0.456784	0.381653	0.855614	0.99872	0.451405	0.588469	0.987719	0.0436912	0.148273	0.67212	0.0204191	0.668127	0.662846	0.689327	0.180738	0.21202	0.580728	0.0394458	0.820932	0.110781	0.361288	0.654872	0.594252	3.65339	
0.713136	0.221553	0.130201	0.981466	0.122957	0.245008	0.407119	0.868108	0.587572	0.170384	0.342305	0.370675	0.998861	0.940862	0.163735	0.127147	0.894397	0.0382637	0.263195	0.427125	0.0564572	0.795606	0.855497	0.272382	0.785544	0.77093	0.238742	0.0271555	0.124228	0.64684	0.713136	3.10803	
0.52235	0.28119	0.839425	0.591565	0.507412	0.740637	0.826089	0.649641	0.317882	0.534556	0.174183	0.97451	0.619395	0.444205	0.856132	0.305935	0.758812	0.619856	0.947876	0.660447	0.434337	0.91991	0.237175	0.901733	0.747507	0.0883089	0.354738	0.511114	0.718547	0.0294069	0.52235	4.35716	
0.481385	0.336895	0.934533	0.429238	0.338667	0.863921	0.0682205	0.441726	0.567553	0.138615	0.501273	0.696937	0.785212	0.38562	0.167055	0.524592	0.0248667	0.543382	0.990631	0.974549	0.366052	0.963265	0.848627	0.825939	0.736491	0.3948	0.642982	0.199425	0.381205	0.430748	0.481385	4.13872	
0.904785	0.71338	0.319275	0.947598	0.300073	0.623656	0.580244	0.389175	0.7131	0.705636	0.0940877	0.288235	0.49414	0.457738	0.0164184	0.310879	0.751063	0.513371	0.0594563	0.413285	0.345599	0.543167	0.702361	0.296327	0.747245	0.790642	0.872833	0.0950502	0.0637644	0.987054	0.904785	3.17901	
0.279494	0.360982	0.775955	0.192118	0.741693	0.113527	0.334166	0.060656	0.307304	0.0878021	0.439272	0.627744	0.874819	0.835454	0.829562	0.544765	0.527426	0.257083	0.680699	0.393944	0.221096	0.523751	0.856077	0.564025	0.28182	0.807217	0.719359	0.838705	0.338396	0.814553	0.279494	4.38416	



#Generation 10 / 500
currentGen	10
evaluateCount	500
totalTime	1.05135
firstFrontCount	14
frontCount	4
avgEvalTime	5.1326e-05
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Var14	Var15	Var16	Var17	Var18	Var19	Var20	Var21	Var22	Var23	Var24	Var25	Var26	Var27	Var28	Var29	Var30	Obj1	Obj2	
0.607228	0.181081	0.346395	0.305091	0.0796122	0.694838	0.663188	0.361673	0.279911	0.0447112	0.714133	0.31082	0.497425	0.350779	0.339513	0.019513	0.052217	0.649402	0.518751	0	0.174292	0.274738	0.0348455	0.730624	0.129368	0	0.859611	0.0325441	0.132561	0.0343196	0.607228	2.22881	
0.0744364	0.181081	0.346395	0.305091	0	0.479461	0.663188	0.663651	0.0910789	0.106675	0.817705	0.244621	0.176465	0.6165	0.322425	0.0721975	0	0.699257	0.742709	0.155317	0.259387	0.274738	0.0348455	0.489785	0.558087	0.194602	0.560597	0	0.00712204	0.117663	0.0744364	3.31389	
0	0.181081	0.44098	0.616357	0.00308828	0.479461	0.664103	0.822095	0.227861	0.0642823	0.817705	0.188309	0.17421	0.6165	0.339513	0.0721975	0.052217	0.649402	0.439866	0.120664	0.149835	0.274738	0.0348455	0.240614	0.585823	0.302709	0.127485	0	0.349844	0.0170774	0	3.80951	
0.512803	0.181081	0.346395	0.305091	0.0796122	0.688927	0.663188	0.361673	0.135299	0.082024	0.714133	0.188309	0.162199	0.307706	0.269018	0.125467	0.052217	0.649402	0.518751	0.0668045	0.174292	0.274738	0.0348455	0.730624	0.129368	0.219074	0.903257	0.0325441	0	0.00818487	0.512803	2.24795	
0.19511	0.181081	0.376244	0.305091	0.137244	0.458675	0.663188	0.216274	0.286379	0.082024	0.883872	0.188309	0.0988885	0.350779	0.256391	0.225989	0.052217	0.649402	0.522141	0.177313	0.259387	0.107333	0.120508	0.711521	0.32814	0.194602	0.604032	0.0325441	0.00712204	0	0.19511	2.78904	
0.123408	0.181081	0.346395	0.500762	0.0386334	0.479461	0.664103	0.822095	0.124045	0.082024	0.829813	0.188309	0.476808	0.6165	0.339513	0.0721975	0.052217	0.649402	0.493486	0.143726	0.149835	0.274738	0.0348455	0.0256251	0.640337	0.301878	0.127485	0	0.349844	0	0.123408	3.11038	
0.493855	0.181081	0.346395	0.305091	0.0107739	0.688927	0.663188	0.361673	0.135299	0.082024	0.714133	0.188309	0.474386	0.307706	0.498502	0.125467	0.052217	0.649402	0.518751	0	0.174292	0.274738	0.0348455	0.730624	0.129368	0.219074	0.903257	0.0325441	0	0.00818487	0.493855	2.37622	
0.0366165	0.181081	0.346395	0.400499	0.0804451	0.479461	0.561035	0.776921	0.148408	0.082024	0.817705	0.302588	0.347333	0.6165	0.36733	0.0576221	0.164205	0.649402	0.500701	0.237126	0.0529365	0.274738	0	0.563569	0.589671	0.194602	0.737847	0	0.00712204	0.0372707	0.0366165	3.59007	
0.125679	0.181081	0.216193	0.62958	0.0386334	0.479461	0.663188	0.584731	0.124045	0.082024	0.817705	0	0.476808	0.423208	0.247288	0	0.052217	0.649402	0.511196	0.184702	0.149835	0.274738	0.00816013	0.563569	0.640337	0.114984	0.127485	0	0.388951	0	0.125679	2.99823	
0.345442	0.11191	0.388939	0.305091	0	0.423736	0.663188	0.225315	0.148408	0.106675	0.747826	0.170876	0.422426	0.444292	0.00882343	0.195724	0.052217	0.6295	0.742709	0.137785	0.259387	0.378893	0.0348455	0.659005	0.558087	0.194602	0.734998	0	0.20515	0.0343196	0.345442	2.6444	
0.376309	0.181081	0.346395	0.305091	0.0796122	0.387698	0.663188	0.361673	0.135299	0.082024	0.578479	0.188309	0.523825	0.350779	0.339513	0.019513	0.052217	0.649402	0.518751	0.0718606	0.272	0.274738	0.0348455	0.730624	0.129368	0.219074	0.903257	0.024594	0	0.0343196	0.376309	2.45684	
0.0933767	0.181081	0.346395	0.305091	0.0796122	0.688927	0.663188	0.361673	0.135299	0.082024	0.804177	0.188309	0.523825	0.350779	0.339513	0.019513	0.052217	0.649402	0.518751	0.0281357	0.272	0.274738	0.0589795	0.730624	0.129368	0.219074	0.899753	0.0325441	0.000388141	0.0343196	0.0933767	3.1893	
0.0739975	0.181081	0.346395	0.62958	0.0386334	0.453818	0.664103	0.822095	0.124045	0.082024	0.817705	0.188309	0.476808	0.6165	0.339513	0.0721975	0.0756311	0.726599	0.493486	0.143726	0.149835	0.274738	0.0348455	0.283953	0.640337	0.301878	0.127485	0	0.349844	0	0.0739975	3.39479	
0.0664509	0.0468445	0.346395	0.305091	0	0.479461	0.545036	0.822095	0.148408	0.106675	0.817705	0.180791	0.488652	0.6165	0.339513	0.0721975	0.052217	0.649402	0.742709	0.155317	0.259387	0.274738	0.0348455	0.489785	0.558087	0.194602	0.66273	0	0.00712204	0.0353149	0.0664509	3.41622	
0.123408	0.181081	0.346395	0.62958	0.0386334	0.479461	0.664103	0.822095	0.124045	0.082024	0.817705	0.188309	0.476808	0.6165	0.339513	0.0721975	0.052217	0.649402	0.493486	0.143726	0.149835	0.274738	0.0348455	0.283953	0.640337	0.301878	0.127485	0	0.349844	0	0.123408	3.21636	
0.512803	0.181081	0.346395	0.305091	0.0796122	0.688927	0.663188	0.361673	0.135299	0.082024	0.714133	0.188309	0.162199	0.307706	0.339513	0.125467	0.052217	0.649402	0.518751	0	0.174292	0.274738	0.0348455	0.730624	0.129368	0.219074	0.903257	0.0325441	0	0.00818487	0.512803	2.24888	
0.376309	0.181081	0.346395	0.305091	0.0796122	0.688927	0.663188	0.361673	0.135299	0.082024	0.714133	0.188309	0.523825	0.350779	0.339513	0.019513	0.052217	0.649402	0.518751	0	0.272	0.274738	0.0348455	0.730624	0.129368	0.219074	0.903257	0.0325441	0	0.0343196	0.376309	2.55409	
0.19511	0.181081	0.376244	0.305091	0.0386334	0.458675	0.663188	0.216274	0.286379	0.082024	0.907287	0.188309	0.0988885	0.350779	0.256391	0.225989	0.052217	0.649402	0.522141	0.177313	0.259387	0.274738	0.120508	0.730624	0.32814	0.194602	0.604032	0.0325441	0.00712204	0.0448695	0.19511	2.83191	
0.123408	0.181081	0.346395	0.62958	0.0386334	0.479461	0.664103	0.822095	0.124045	0.082024	0.817705	0.188309	0.476808	0.6165	0.339513	0.0721975	0.052217	0.649402	0.493486	0.143726	0.149835	0.274738	0.0348455	0.283953	0.640337	0.301878	0.127485	0	0.349844	0	0.123408	3.21636	
0.493855	0.181081	0.346395	0.305091	0.0796122	0.688927	0.663188	0.361673	0.135299	0.082024	0.714133	0.188309	0.474386	0.307706	0.498502	0.125467	0.052217	0.649402	0.518751	0	0.174292	0.274738	0.0348455	0.730624	0.129368	0.219074	0.903257	0.0325441	0	0.00818487	0.493855	2.3937	
0.376309	0.181081	0.346395	0.305091	0.0796122	0.688927	0.663188	0.361673	0.135299	0.082024	0.714133	0.188309	0.523825	0.350779	0.339513	0.019513	0.052217	0.649402	0.518751	0	0.272	0.274738	0.0348455	0.730624	0.129368	0.219074	0.903257	0.0325441	0	0.0343196	0.376309	2.55409	
0.125679	0.181081	0.216193	0.62958	0.0386334	0.479461	0.663188	0.584731	0.124045	0.082024	0.817705	0	0.476808	0.423208	0.339513	0.0741374	0.052217	0.649402	0.511196	0.184702	0.149835	0.274738	0.00816013	0.563569	0.640337	0.194602	0.127485	0	0.388951	0	0.125679	3.06755	
0.0828668	0.181081	0.346395	0.62958	0.0386334	0.479461	0.664103	0.822095	0.124045	0.114591	0.817705	0.188309	0.487191	0.6165	0.339513	0.0721975	0.172298	0.649402	0.493486	0.143726	0.149835	0.211901	0.0232369	0.283953	0.640337	0.301878	0.15338	0	0.349844	0	0.0828668	3.37475	
0.0744364	0.181081	0.346395	0.305091	0	0.479461	0.663188	0.718302	0.148408	0.106675	0.839444	0.188309	0.488652	0.488774	0.344741	0.0721975	0.00853902	0.649402	0.637621	0.155317	0.259387	0.274738	0.0348455	0.489785	0.558087	0.194602	0.755421	0	0.00712204	0.0397424	0.0744364	3.38746	
0.0664509	0.181081	0.346395	0.305091	0	0.479461	0.545036	0.822095	0.148408	0.106675	0.817705	0.188309	0.488652	0.6165	0.339513	0.0721975	0.052217	0.594749	0.742709	0.155317	0.259387	0.246275	0.0348455	0.489785	0.558087	0.194602	0.755421	0	0.00712204	0.0397424	0.0664509	3.46142	
0.345442	0.11191	0.346395	0.305091	0.0716234	0.39938	0.663188	0.225315	0.148408	0.0256952	0.742231	0.176692	0.422426	0.444292	0.385363	0.195724	0.052217	0.699927	0.742709	0.209646	0.142263	0.274738	0.0348455	0.659005	0.558087	0.194602	0.734998	0	0.20515	0.0343196	0.345442	2.70281	
0.470597	0.11191	0.346395	0.305091	0.0386334	0.328649	0.663188	0.225315	0.148408	0.106675	0.742231	0.176692	0.422426	0.47628	0.339513	0.2093	0.052217	0.6295	0.742709	0.209646	0.259387	0.344726	0.00596885	0.659005	0.558087	0.194602	0.734998	0	0.20515	0.0343196	0.470597	2.52643	
0.111513	0.181081	0.346395	0.305091	0	0.479461	0.545036	0.822095	0.148408	0.106675	0.817705	0.188309	0.604825	0.6165	0.339513	0.0721975	0	0.649402	0.742709	0.155317	0.259387	0.274738	0.0348455	0.489785	0.558087	0.194602	0.77097	0	0.00712204	0.0367913	0.111513	3.35499	
0	0.181081	0.44098	0.62958	0.0386334	0.479461	0.664103	0.822095	0.227861	0.0642823	0.817705	0.188309	0.17421	0.6165	0.339513	0.0721975	0.052217	0.649402	0.286669	0.120664	0.149835	0.274738	0.0348455	0.240614	0.640337	0.302709	0.127485	0	0.49997	0.0170774	0	3.84061	
0.114049	0.181081	0.346395	0.302602	0.0386334	0.47266	0.663188	0.850408	0.148408	0.149493	0.817705	0.169621	0.36158	0.6165	0.339513	0.100652	0.052217	0.500831	0.500701	0.282429	0.244642	0.274738	0	0.600414	0.558087	0.0343307	0.737847	0	0.00712204	0.0343196	0.114049	3.2449	
0.270771	0.181081	0.346395	0.218918	0	0.479461	0.663188	0.663651	0.0910789	0.106675	0.817705	0.244621	0.176465	0.6165	0.322425	0.0721975	0	0.730635	0.742709	0.155317	0.259387	0.274738	0.0348455	0.489785	0.558087	0.194602	0.560597	0	0.00712204	0.117663	0.270771	2.81351	
